PMID,Journal,Year,Animal,Disease,Type,Acupoints,Mechanism,Site
23165960,Int J Mol Med,2013,rat,ischemic stroke,EA,"LI11,ST36",Suppression of TLR4/NF-κB pathway-mediated inflammation,ST36
23749676,J Mol Neurosci,2013,rat,Neurological injury,EA,"ST36, GB39, ST32, SP6",Inhibition of astrogliosis and downregulation of PDGF,ST36
23751198,Brain Res Bull,2013,rat,hypertension,EA,ST36,Attenuation of apelin expression and function in the RVLM,ST36
24191172,Evid Based Complement Alternat Med,2013,rat,Gastrointestinal disorders,EA,ST36,Modulation of firing rate of gastric-related neurons in SDH and NTS,ST36
25206406,Neural Regen Res,2013,rat,cerebral ischemia,EA,"LI11, ST36",Astrocyte structural integrity maintenance,ST36
25206545,Neural Regen Res,2013,rat,Neuropathic pain,"MA, EA","ST36, SP6",Ephrin-B/EphB signaling activation,ST36
25206591,Neural Regen Res,2013,rat,Neuropathy,EA,"ST36,GB34",Synaptic remodeling in hypothalamic paraventricular nucleus,ST36
24489587,Evid Based Complement Alternat Med,2013,rat,Obesity,EA,ST36,PGC-1α and UCP-1 expression induction in brown adipose tissue,ST36
24396391,Evid Based Complement Alternat Med,2013,rat,Infertility,MA,"ST36, SP6","Modulation of endometrial immune microenvironment (CCL2, CXCL8, uNK cells)",ST36
24391842,PLoS One,2013,rat,Gastrointestinal motility disorder,EA,ST36,Inhibition of ICC apoptosis and enhancement of ICC proliferation,ST36
23762129,Evid Based Complement Alternat Med,2013,rat,Inflammatory pain,EA,"ST36, BL60",Activation of cannabinoid CB1 receptor and upregulation of D1/D2 dopamine receptors,ST36
24381499,Korean J Physiol Pharmacol,2013,rat,Pain,EA,ST36,Hypothalamic dopamine beta-hydroxylase (DBH) gene expression modulation,ST36
24348706,Evid Based Complement Alternat Med,2013,rat,Diabetic constipation,EA,ST36,Modulation of intramuscular ICC apoptosis and proliferation,ST36
24228598,Am J Chin Med,2013,rat,Gastrointestinal motility disorder,EA,ST36,"SCF/c-kit pathway modulation, restoration of ICCs",ST36
24228059,Evid Based Complement Alternat Med,2013,mouse,Osteosarcoma,EA,ST36,"Reduction of tumor-associated vasculature, lymphatics, and innervation",ST36
24106399,World J Gastroenterol,2013,rat,Hemorrhagic shock,EA,ST36,Vagus nerve activation / Cholinergic anti-inflammatory mechanism,ST36
23837037,Exp Ther Med,2013,rat,Stroke,EA,"LI11, ST36",Activation of ERK signaling pathway,ST36
23762171,Evid Based Complement Alternat Med,2013,rat,Visceral inflammation,EA,"ST36, ST37","Facilitating SRD neuron activity to acupoint stimulation, enhancing WDR neuron activity",ST36
23896837,Acta Cir Bras,2013,rat,Oxidative damage,"MA, EA","ST36, SP6",Decrease systemic and local oxidative stress and inflammation,ST36
23935654,Evid Based Complement Alternat Med,2013,rat,Neuropathic pain,EA,"ST36, BL60",Inhibiting TRPV1 upregulation in ipsilateral undamaged dorsal root ganglia,ST36
23942984,Mol Med Rep,2013,rat,Inflammatory pain,EA,"ST36, SP6","Inhibition of phosphorylation of AMPA receptor, especially GluR2 subunit",ST36
24063986,Life Sci,2013,rat,Pain,EA,"ST36, SP6","Cholinergic muscarinic, opioid, GABAergic, and serotonergic (5-HT1) mechanisms in APtN",ST36
23848593,Neurogastroenterol Motil,2013,rat,Burn-induced gastric dysmotility,EA,ST36,Vagal pathway involving inflammatory cytokine IL-6,ST36
22553490,Spermatogenesis,2012,rat,Subfertility,EA,"GV20, CV4, SP6, ST36",Enhanced germ cell proliferation through improvement of Sertoli cell functions,ST36
22500715,Zhong Xi Yi Jie He Xue Bao,2012,rat,Chronic visceral hypersensitivity,EA,"ST36, ST37",Inhibitory modulation of hyperactivity of neurons by down-regulating NR1 and c-fos expression in RVM,ST36
22457140,Chin J Integr Med,2012,rat,Chronic visceral hypersensitivity,EA,"ST36, LI4",Regulation of NPY in thalamus and SS in colonic tissue/blood,ST36
22576741,Mol Med Rep,2012,rat,Inflammatory pain,EA,"ST36, SP6","Regulation of phosphorylation of specific proteins (e.g., Aldolase C, GDP dissociation inhibitor 1, 14-3-3 γ) in the spinal cord dorsal horn",ST36
22454684,Evid Based Complement Alternat Med,2012,rat,Neuropathic pain,EA,"ST36, SP9","Reduction of proinflammatory cytokines (IL-1β, IL-6, TNF-α) in peripheral nerves and DRG",ST36
21859515,Int J Neuropsychopharmacol,2012,mouse,Drug addiction,EA,"ST36, PC6, GV14, GV20","Reversal of ethanol-induced pERK expression in specific brain regions (infralimbic cortex, dorsomedial striatum)",ST36
22613131,Neurochem Int,2012,mouse,Drug addiction,EA,"ST36, PC6, GV14, GV20",Inhibition of CB1 receptor upregulation,ST36
22454660,Evid Based Complement Alternat Med,2012,rat,Drug addiction,EA,"ST36, SP6",Attenuated Fos expression in the core of the nucleus accumbens (NACc),ST36
22443108,Can J Physiol Pharmacol,2012,rat,Arthritis,EA,"LI4, LI11, ST36, ST44","Inhibition of inflammatory parameters: neutrophil migration, vascular permeability, TNF-α, COX-2, and iNOS expression",ST36
22649477,Evid Based Complement Alternat Med,2012,mouse,Asthma,EA,ST36,Modulating CD4(+)CD25(+) Regulatory T cells (Treg) population and enhancing Treg function,ST36
22745067,Am J Chin Med,2012,rat,Obesity,EA,"ST36, ST44",Regulation of leptin and leptin receptor expression in the hypothalamus,ST36
22155296,Brain Res Bull,2012,rat,Inflammatory pain,EA,"ST36, SP6",Inhibition of phosphorylation of spinal phosphatidylinositol 3-kinase (PI3K) and Akt,ST36
22129788,Brain Res,2012,rat,Cognitive impairment,EA,"GV20, GB34, LR3, ST36, SP10","Inhibition of microglial activation and attenuation of oxidative stress (reduced ROS/MDA, increased SOD)",ST36
21860653,Evid Based Complement Alternat Med,2012,rat,Inflammatory pain,EA,"ST36, BL60",Inhibition of spinal p38 MAPK activation,ST36
22378584,Acupunct Med,2012,rat,Ovariectomy-induced osteoporosis,EA,"ST36, SP6",Stimulation of the Wnt/β-catenin signalling pathway,ST36
22366645,Acupunct Med,2012,rat,Hepatic fibrosis,"MA, EA","LR3, LR14, BL18, ST36","Reduced pathological indexes, improved histology, and inhibited ECM expression (α-smooth muscle actin, fibronectin, α1(1) collagen)",ST36
22229306,Am J Reprod Immunol,2012,rat,Implantation failure,MA,"ST36, SP6",Promoting LIF and IL-12 secretion to improve blastocyst implantation,ST36
22156045,Exp Biol Med (Maywood),2012,rat,Stress-related disorders,EA,ST36,Suppression of peripheral and central neuropeptide Y (NPY) and PVN Y1 receptor elevation,ST36
22315633,Evid Based Complement Alternat Med,2012,rat,Implantation failure,MA,"ST36, SP6","Promoting Th2 cytokines (IL-4, IL-10) secretion and inhibiting Th1 cytokines (IL-1β, IL-2)",ST36
22309907,J Acupunct Meridian Stud,2012,rat,Pain,EA,"ST36, SP6",Involvement of the retrosplenial cortex (RSC) for duration of analgesia induced by low-frequency EA,ST36
22269805,Neurochem Int,2012,rat,Neuropathic pain,EA,"ST36, GB34",Decreasing expression and inhibiting P2X3 receptors in DRG neurons,ST36
22253272,Anesth Analg,2012,rat,Cancer pain,EA,ST36,Suppression of TRPV1 mRNA and protein upregulation in dorsal root ganglions (DRGs),ST36
22337080,Eur J Pain,2012,rat,Post-incision pain,EA,"ST36, SP6",Activation of supraspinal serotonergic and noradrenergic neurons; potential synergy with reuptake inhibition by amitriptyline,ST36
22792289,PLoS One,2012,rat,Alcohol abuse,EA,ST36,Down-regulation of FosB/ΔFosB in reward-related brain regions,ST36
22763371,Acupunct Med,2012,rat,Hepatic fibrosis,"MA, EA","LR3, LR14, BL18, ST36",Disruption of platelet-derived growth factor β receptor (PDGF-βR)/extracellular signal-regulated kinase (ERK) cascade and stimulation of extracellular matrix (ECM) degradation,ST36
23173601,BMC Complement Altern Med,2012,rat,Post-laparotomy pain,EA,"ST36, SP6",Involvement of spinal orexin A and OX1R in an opioid-independent way,ST36
25767502,Neural Regen Res,2012,rat,"Neuropathic pain, Memory impairment",EA,"ST36, GB34","Hippocampal cholinergic system upregulation (AChE, VAChT, M1 receptor)",ST36
22838729,Chin Med,2012,mouse,Inflammatory disease,EA,ST36,Increased IL-4 responsiveness in macrophages and generation of alternatively activated macrophages,ST36
25657670,Neural Regen Res,2012,rat,Neuropathic pain,EA,"ST36, GB34",Synaptic remodeling and CaMKII expression upregulation in hippocampal CA3,ST36
25624811,Neural Regen Res,2012,rat,Stroke,EA,"ST36, GB20",Bcl-2 and TGF-β1 upregulation,ST36
23990844,Evid Based Complement Alternat Med,2012,rat,Arthritis,MA,ST36,Histamine-dependent analgesic effects via H1 receptor,ST36
23326125,World J Gastroenterol,2012,rat,Irritable bowel syndrome,EA,ST36,Mediation by opioid pathways in the periphery,ST36
23320035,Evid Based Complement Alternat Med,2012,mouse,"Tumor-induced pain, Tumor-associated inflammation",EA,ST36,Decrease in tumor-associated inflammation and PGE2 concentration,ST36
23258994,Evid Based Complement Alternat Med,2012,mouse,Inflammatory pain,EA,ST36,Attenuation of TRPV1 and TRPV4 protein expression and nerve excitation,ST36
23257146,Zhong Xi Yi Jie He Xue Bao,2012,rat,Chronic visceral hypersensitivity,EA,"ST36, ST37",Suppressing abnormal neuronal excitability (c-fos expression) in the spinal dorsal horn,ST36
23198761,BMC Complement Altern Med,2012,rat,Neuropathic pain,EA,"ST36, GB34",Regulation of hippocampal proteins related to amino acid metabolism and activation of MAPK signaling pathway,ST36
23181276,Can J Physiol Pharmacol,2012,rat,Arthritis,EA,"LI4, LI11, ST36, ST44",Activation of CB1 and CB2 cannabinoid receptors,ST36
25558227,Neural Regen Res,2012,rat,Gastrointestinal motility disorder,EA,ST36,"Enteric nervous system neuron regulation (nitrergic, cholinergic, VIP, CGRP)",ST36
23097675,Evid Based Complement Alternat Med,2012,mouse,Chronic visceral hypersensitivity,EA,"ST36, ST37",Regulation of TrpV1 ion channel expression and ERK1/2 MAPK pathway activation,ST36
22911345,Braz J Med Biol Res,2012,rat,incisional pain,EA,ST36,Unknown,ST36
23074236,Acupunct Med,2012,rat,Stroke,MA,"GV20, GV14, LI10, ST36",Improving neuronal regeneration (increased GAP-50 and synaptophysin expression),ST36
22879942,PLoS One,2012,rat,Pain,EA,"ST36, SP6",Differential regulation and coordination of neural-immune related genes,ST36
22842715,Int J Mol Med,2012,rat,Stroke,EA,"LI11, ST36",Activation of PI3K/Akt pathway and inhibition of cell apoptosis,ST36
22891942,Connect Tissue Res,2012,rat,Tendon injury,EA,"ST36, BL57",Increased collagen concentration and better collagen fiber organization,ST36
22936324,Chin J Integr Med,2012,rat,Chronic Neuropathic Pain,EA,"ST36, GB34","Up-regulation of hypothalamic AChE, VAChT, ChAT mRNA, and M1R mRNA",ST36
22956975,Evid Based Complement Alternat Med,2012,rat,Inflammatory pain,EA,"ST36, SP6",Inhibition of proteasome activities and recovery of GLAST/GLT-1 expression,ST36
22964493,Kidney Blood Press Res,2012,rat,Chronic kidney disease,EA,"ST36, KI3",Modulation of IGF-I and reduction of oxidative stress,ST36
22975802,Acupunct Med,2012,mouse,Cognitive deficit,MA,"CV17, CV12, CV6, SP10, ST36",Reduced neuron loss in hippocampal CA3 and DG regions,ST36
21625423,PLoS One,2011,mouse,Parkinson's disease,EA,"ST36, SP6","Antioxidative effects (inhibiting hydrogen peroxide/malonaldehyde, increasing glutathione/SOD, decreasing glutathione peroxidase activity)",ST36
21476206,Am J Chin Med,2011,rat,Acute gouty arthritis,MA,"ST36, SP6",Restoration of disturbed metabolite network,ST36
21431457,Diabetologia,2011,rat,Diabetic neuropathy,EA,ST36,"Modulation of spinal/peripheral NGF synthesis/utilization and normalization of sensory neuromodulators (NGF, TrkA, SP, TRPV1, GAD-67)",ST36
21279683,Neurochem Res,2011,rat,Vascular dementia,MA,"CV17, CV12, CV6, SP10, ST36","Upregulation of glycometabolic enzyme activities (hexokinase, pyruvate kinase, G6PD)",ST36
21167242,Peptides,2011,rat,Morphine dependence,EA,"ST36, SP6",Downregulation of p-CREB and acceleration of dynorphin synthesis,ST36
21134769,Eur J Pain,2011,rat,Pain,EA,ST36,Unknown,ST36
21063714,Int J Colorectal Dis,2011,rat,Irritable bowel syndrome,EA,ST36,Decreased 5-HT3 receptor level in colon,ST36
20981331,Evid Based Complement Alternat Med,2011,rat,Reproductive disorder,MA,"SP6, ST36, LR3, CV3, CV4","Improved endometrial receptivity (decreased estradiol, increased LIF/OPN)",ST36
19696194,Evid Based Complement Alternat Med,2011,rat,Pain,EA,"ST36, SP6",Pain relief (analgesic effect),ST36
20981161,Evid Based Complement Alternat Med,2011,mouse,"Obesity, Diabetes",EA,"ST36, CV4",SIRT1/PGC-1α pathway activation (improved insulin signaling),ST36
20953702,Neurochem Res,2011,rat,Pain,EA,ST36,Cholecystokinin A (CCK-A) receptor mediation in nucleus parafascicularis (nPf),ST36
20953422,Evid Based Complement Alternat Med,2011,rat,Rheumatoid arthritis,EA,"ST36, GB39, BL23",Induction of vasoactive intestinal peptide (VIP) expression,ST36
19679645,Evid Based Complement Alternat Med,2011,rat,Sensory neuropathy,EA,ST36,Increased nitric oxide (NO) release in gracile nucleus,ST36
19734257,Evid Based Complement Alternat Med,2011,rat,Sleep disturbance,EA,"ST36, SP6",Sleep enhancement,ST36
20554480,J Pain,2011,rat,Pain,EA,"ST36, SP6",Activation of spinal descending pain inhibitory mechanisms,ST36
19900958,Evid Based Complement Alternat Med,2011,mouse,Allergic disorder,EA,ST36,Suppression of IgE and IL-4 levels,ST36
21747891,Evid Based Complement Alternat Med,2011,mouse,Morphine dependence,EA,"ST36, SP6","Normalization of splenic T lymphocyte proliferation and IL-2 production, and CD4+/CD8+ ratio",ST36
20130880,Rheumatol Int,2011,rat,Inflammatory pain,EA,ST36,Mu-opioid receptor mediation of antinociception,ST36
21697213,Acupunct Med,2011,rat,Diabetes mellitus,EA,ST36,Activation of AMPK signaling pathways in skeletal muscle,ST36
21849797,Neurodegener Dis,2011,mouse,Amyotrophic lateral sclerosis,EA,ST36,"Decreased expression of proinflammatory proteins (TNF-α, IL-6, pNF-κB, Iba-1) and increased activated pAKT and pERK",ST36
21754922,Exp Diabetes Res,2011,rat,Diabetes mellitus,EA,ST36,Cholinergic nerve activation enhancing insulin signaling,ST36
21893169,Brain Res Bull,2011,rat,Alcoholism,EA,ST36,"Unknown, but selectively decreases voluntary ethanol intake",ST36
22462246,J Tradit Chin Med,2011,rat,Irritable bowel syndrome,EA,"ST36, PC6, LR3","Counteracting CRD-induced changes in blood pressure, GBF, EGG, and GT, with specificity for Zusanli (ST36)",ST36
22117979,J Int Med Res,2011,rat,Kidney injury,EA,"ST36, PC6","Decreased LPS-induced plasma TNF-α and IL-1β, increased plasma IL-10, decreased plasma nitrite, renal iNOS and NF-κB activity",ST36
22070775,J Biomed Sci,2011,mouse,Inflammatory pain,EA,ST36,Down-regulation of ASIC3 overexpression in DRG neurons,ST36
22064014,Peptides,2011,rat,Obesity,EA,"ST36, SP6",Increased α-MSH and POMC expression/release in the arcuate nucleus of the hypothalamus (ARH),ST36
22028168,Yonsei Med J,2011,rat,Arthritis,EA,"ST36, SP9","Activation of opioid, adrenergic, serotonin, and dopamine receptors",ST36
21785633,Evid Based Complement Alternat Med,2011,rat,hypertension,EA,ST36,"Prevention of hypertension progression, diminished cardiovascular remodeling, and elevated plasma/cardiac nitric oxide (NO)",ST36
21971657,Acta Cir Bras,2011,rat,Hyperglycemia,EA,"ST36, CV12","Decreased glycemia, lactacidemia, and liver/kidney lactate concentrations, possibly due to enhanced lactate to pyruvate conversion",ST36
21958939,Brain Res Bull,2011,rat,Neuropathy,EA,ST36,"Inhibition of inflammation, glial activation (OX-42, GFAP), MMP-9/MMP-2, and proinflammatory cytokines (TNF-α, IL-1β), and increased serum IgG",ST36
21971660,Acta Cir Bras,2011,rat,Oxidative stress,EA,"ST36, CV12","Enhances lipid peroxidation and reduces oxidative stress (G6PDH activity, MDA, GSH levels) in liver and kidney tissues",ST36
21799686,Evid Based Complement Alternat Med,2011,rat,Diabetes,EA,ST36,Stimulating cholinergic nerves leading to enhanced IRS1 and AKT2 expression and reduced plasma glucose,ST36
21799680,Evid Based Complement Alternat Med,2011,mouse,Allergic disorder,EA,ST36,"Regulation of gene expression levels (e.g., Tcra-V13.1, Hspa1b, Daf2, Nqo1) associated with innate immune, cellular defense in the hypothalamus",ST36
21854647,Mol Pain,2011,rat,Inflammatory pain,EA,"ST36, SP6",Involvement of the anterior cingulate cortex (ACC) for contralateral EA effects,ST36
21799685,Evid Based Complement Alternat Med,2011,rat,Pain,EA,"GB30, ST36",Enhancing spinal 5-HT2A/2C receptor activity and activation of serotonergic NRM neurons,ST36
21835228,Neuroscience,2011,rat,Neuropathic pain,MA,"ST36, SP6",Opioid system activation,ST36
19433012,Neurol Res,2010,rat,Stroke,EA,"ST36, LI11",Promotion of neural stem cell proliferation and differentiation into astroglia/neurons,ST36
20034459,Neurol Res,2010,rat,Obesity,EA,ST36,Cholecystokinin A receptor signaling pathway activation in NTS,ST36
20034458,Neurol Res,2010,rat,Neurological disorders,EA,ST36,Decrease in serum corticosterone and tyrosine hydroxylase expression,ST36
20034455,Neurol Res,2010,rat,Neuropathy,EA,"ST36, SP9",Inhibition of neuronal nitric oxide synthase expression,ST36
20034454,Neurol Res,2010,rat,Pain,MA,ST36,"Suppression of pain-related gene expression (Fos, opioid, tachykinin, 5-HT receptors)",ST36
19896659,Fertil Steril,2010,rat,Implantation disorders,MA,"ST36, SP6, LR3",Connexin 43 involvement in blastocyst implantation,ST36
19560380,Eur J Pain,2010,rat,Pain,EA,"ST36, SP6",Activation of anterior pretectal nucleus (APtN) and dorsolateral funiculus (DLF) descending pathways,ST36
19819232,Brain Res,2010,rat,Pain,EA,"ST36, ST37","Modulation of histaminergic, dopaminergic, and noradrenalinergic systems in PAG",ST36
20093561,Am J Physiol Gastrointest Liver Physiol,2010,rat,Diabetic gastroparesis,EA,ST36,Vagal pathway mediation (improving gastric function),ST36
19703358,Neurol Res,2010,rat,Stroke,EA,"PC6, TE5, SP6, ST36",Regulation of Nav1.1 expression,ST36
19056106,Acta Histochem,2010,rat,Pain,EA,"ST36, SP6",Modulation of intracellular calcium and phosphorylation of spinal NMDAR subunits,ST36
19596017,Neuropharmacology,2010,rat,Opiate addiction,EA,"ST36, SP6",Mu and delta-opioid receptor activation via enkephalin release/synthesis in NAc,ST36
20041291,Cell Mol Neurobiol,2010,mouse,Allergic disorder,EA,ST36,"Modulation of Th1/Th2/Th17 cytokines, opioid peptides, MAPK signaling, and apoptosis-related genes",ST36
20138846,Brain Res,2010,rat,Neuropathy,EA,ST36,Spinal GABA A and GABA B receptor mediation,ST36
20697942,Chin J Integr Med,2010,rat,Neuropathy,EA,"ST36, GB34",Regulation of pituitary and hypothalamic beta-endorphin and ACTH levels,ST36
20707990,Brain Res,2010,rat,hyperalgesia,EA,ST36,"Activation of peripheral mu, delta, and kappa opioid receptors",ST36
20231101,Cytokine,2010,rat,Asthma,EA,"GV14, BL13, EX-B1, LU1, CV17, ST36, SP6",Th1/Th2 balance modulation and reduction of LTB4/NO,ST36
